State,District,Latitude,Longitude,Population in 2001,Population in 2011
Uttar Pradesh,Etawah,26.788176701570677,79.07621806282728,1338871,1581810
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2088928,2470996
Uttar Pradesh,Farrukhabad,27.45063297872342,79.44062845744679,1570408,1885204
Uttar Pradesh,Fatehpur,25.8374362030905,80.8541620309051,2308384,2632733
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2081752,2498156
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961034,77.52462467532466,1105292,1648115
Uttar Pradesh,Ghaziabad,28.749973085846854,77.67441879350343,3314070,4681645
Uttar Pradesh,Ghazipur,25.624724775583488,83.5360854578097,3037582,3620268
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,2765586,3433919
Uttar Pradesh,Gorakhpur,26.633158867924518,83.35495603773579,3769456,4440895
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,993792,1104285
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,3398306,4092845
Uttar Pradesh,Jalaun,26.06795458715599,79.36686911314993,1454452,1689974
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,3911679,4494204
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1744931,1998603
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1388923,1656616
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1563336,1796184
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1291993,1599596
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461006,2891667,3564544
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,977734,1221592
Uttar Pradesh,Lucknow,26.838233589251466,80.89706026871404,3647834,4589838
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,758379,875958
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1596718,1868529
Uttar Pradesh,Mathura,27.593904328018212,77.62153416856502,2074516,2547184
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,1854950,2205968
Uttar Pradesh,Meerut,29.029576256983233,77.80611005586594,2973877,3443689
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2074709,2496970
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423598,3810983,4772006
Uttar Pradesh,Muzaffarnagar,29.470507977736567,77.64017847866424,3543362,4143512
Uttar Pradesh,Pilibhit,28.520241750358682,79.90103974175037,1728108,2031007
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,2731174,3209141
Uttar Pradesh,Rae Bareli,26.25390284005979,81.22260463378181,2872335,3405559
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333338,1923739,2335819
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826096,2896863,3466382
Uttar Pradesh,Sant Kabir Nagar,26.791596516393447,83.0387764344262,1420226,1715183
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,2464930,3006538
Uttar Pradesh,Sitapur,27.50199596309111,80.85288881199547,3619661,4483992
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1504852,1862559
Uttar Pradesh,Sultanpur,26.284638641975302,82.05710456790123,3214832,3797117
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,2700324,3108367
Uttar Pradesh,Varanasi,25.360570888888887,82.82529666666672,3138671,3676841
West Bengal,Bankura,23.081280892857155,87.12640053571438,3192695,3596674
West Bengal,Birbhum,24.06389342723,87.65153089201887,3015422,3502404
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1503178,1676276
West Bengal,Jalpaiguri,26.626420312500038,89.04154375000005,3401173,3872846
West Bengal,Kolkata,22.550581481481487,88.35276481481479,4572876,4496694
West Bengal,Maldah,25.080268025751053,88.17191684549357,3290468,3988845
West Bengal,Murshidabad,24.25950655391121,88.1681686046512,5866569,7103807
West Bengal,Nadia,23.56410971055088,88.58293034547151,4604827,5167600
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,2441794,3007134
